Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Are you male or female?,How old are you?,Are you?,,How would you describe your role?,,What would make you feel happier at work?,,,,,,"In the last month, how often have you felt...",,,,,,"In the last month, has anything happened to make you feel more positive about your working life? ",," In the last month, has anything happened to make you feel less positive about your working life?",,How do you think Brexit will affect your current employment?,
6705400161,169394296,02/20/2018 02:19:04 AM,02/20/2018 02:19:19 AM,151.224.128.215,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6705397131,169394296,02/20/2018 02:16:30 AM,02/20/2018 02:16:55 AM,81.101.131.107,,,,,Female,Under 18,Other,In college,,,,,,,,,,,,,,,,,,,,
6705392660,169394296,02/20/2018 02:13:13 AM,02/20/2018 02:15:55 AM,31.185.42.106,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,More recognition from management and colleagues,,,Rarely / Not very often,Sometimes,Sometimes,Rarely / Not very often,Quite often,Sometimes,No,,Yes,Area managers putting pressure on us about targets. No cover when unwell,I don't know,
6705391087,169394296,02/20/2018 02:12:04 AM,02/20/2018 02:14:23 AM,188.29.165.210,,,,,Female,18 - 29,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,,Yes,Treating clientele who are unappreciative and not challenging mentally enough for me to feel fulfilled ,Not at all,
6705380371,169394296,02/20/2018 02:03:32 AM,02/20/2018 02:09:47 AM,82.153.97.193,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Rarely / Not very often,Quite often,Yes,Prospect for a different job.,Yes,Not finding a full time job that offers the right wage.,In a negative way,
6705376005,169394296,02/20/2018 02:00:22 AM,02/20/2018 02:01:48 AM,86.154.200.32,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Almost Never,Sometimes,Almost Never,Rarely / Not very often,Sometimes,Sometimes,No,,No,,In a negative way,
6705375628,169394296,02/20/2018 01:59:55 AM,02/20/2018 02:00:22 AM,94.197.121.76,,,,,Female,30 - 49,Self-Employed,,,,,,,,,,,,,,,,,,,,,
6705359986,169394296,02/20/2018 01:48:23 AM,02/20/2018 01:50:46 AM,31.54.230.7,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Almost Never,Sometimes,Rarely / Not very often,Almost Never,Almost Never,Sometimes,Yes,I get to leave soon. ,Yes,My manager is an arse. ,Not at all,
6705357961,169394296,02/20/2018 01:46:57 AM,02/20/2018 01:49:37 AM,86.175.91.210,,,,,Female,30 - 49,Self-Employed,,Other (please specify),"Sole trader, boss of all i survey",,,,,,Better clients,Almost Never,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,Yes,"New client, and I stuck to my guns over the fee",No,,I don't know,
6705353075,169394296,02/20/2018 01:43:17 AM,02/20/2018 01:45:54 AM,188.29.165.228,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,A more relaxed and flexible working environment,Quite often,Quite often,Most of the time,Quite often,Quite often,Rarely / Not very often,Yes,A change in middle management positions  lead to much better team dynamic for us,No,,Not at all,
6705347089,169394296,02/20/2018 01:38:00 AM,02/20/2018 01:38:47 AM,86.154.57.50,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6705344466,169394296,02/20/2018 01:36:33 AM,02/20/2018 01:38:09 AM,130.43.180.50,,,,,Female,18 - 29,Other,Student,Other (please specify),Student,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Sometimes,Sometimes,Rarely / Not very often,Sometimes,Almost Never,No,,No,,I don't know,
6705341794,169394296,02/20/2018 01:34:24 AM,02/20/2018 01:37:44 AM,81.102.149.122,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",A break on shift. the hospitality industry barely allows for a chance to sit down,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Almost Never,Most of the time,Yes,the promise of being promoted to bar tender,Yes,Havent been paid for an entire month since starting work. I couldnt even make rent this month. ,In a negative way,
6705340533,169394296,02/20/2018 01:33:29 AM,02/20/2018 01:33:41 AM,5.64.92.37,,,,,Male,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6705331400,169394296,02/20/2018 01:26:24 AM,02/20/2018 01:31:01 AM,146.90.167.8,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Rarely / Not very often,Sometimes,Sometimes,Quite often,Rarely / Not very often,Most of the time,No,,Yes,"A situation at work management assured would not be a problem did in fact become a problem. Colleagues kept telling management about the problem, and nothing was done. A formal complaint was eventually filed as the situation began to affect the mental health of a particular colleague. Again, nothing was done about it. An easily resolved situation that management won't do anything about. I don't understand it, and I no longer feel that management offers any support whatsoever. They're just talk. ",I don't know,
6705330761,169394296,02/20/2018 01:25:49 AM,02/20/2018 01:26:02 AM,146.90.167.8,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6705327939,169394296,02/20/2018 01:23:31 AM,02/20/2018 01:23:49 AM,213.205.253.14,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6705324905,169394296,02/20/2018 01:21:13 AM,02/20/2018 01:21:28 AM,5.70.234.2,,,,,Female,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6705324662,169394296,02/20/2018 01:20:58 AM,02/20/2018 01:23:18 AM,92.236.101.105,,,,,Female,18 - 29,Employed,,Other (please specify),Non profit educator ,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Sometimes,Quite often,Quite often,Most of the time,Most of the time,Sometimes,Yes,Promotion with more responsibility as recognition of hard work,No,,In a negative way,
6705321045,169394296,02/20/2018 01:18:07 AM,02/20/2018 01:19:54 AM,80.43.106.67,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Sometimes,Sometimes,Quite often,Most of the time,Quite often,Most of the time,No,,No,,In a negative way,
6705319261,169394296,02/20/2018 01:16:27 AM,02/20/2018 01:19:07 AM,84.178.62.32,,,,,Female,18 - 29,Other,Postgraduate Student,Other (please specify),Independent Researcher,,,More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Almost Never,Almost Never,Almost Never,Rarely / Not very often,Quite often,Rarely / Not very often,No,,Yes,Negative Feedback which was (in my opinion) unjustified.,In a negative way,
6705315878,169394296,02/20/2018 01:14:05 AM,02/20/2018 01:14:21 AM,86.138.204.3,,,,,Female,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6705314751,169394296,02/20/2018 01:13:20 AM,02/20/2018 01:15:31 AM,5.151.197.128,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,Better hours,Sometimes,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Almost Never,Rarely / Not very often,No,,Yes,I work in retail and have people being rude and treating me badly constantly. ,I don't know,
6705313980,169394296,02/20/2018 01:12:35 AM,02/20/2018 01:14:55 AM,81.109.245.253,,,,,Female,30 - 49,Employed,,Team Leader / Manager,,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,No,,I don't know,
6705311420,169394296,02/20/2018 01:10:26 AM,02/20/2018 01:13:02 AM,90.240.126.43,,,,,Female,18 - 29,Other,Disabled ,Other (please specify),A useless cripple,,,,,,Better recognition for those with disabilities ,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,No,,No,,In a negative way,
6705302594,169394296,02/20/2018 01:04:08 AM,02/20/2018 01:06:38 AM,86.132.3.62,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,More money,,,,Rarely / Not very often,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,No,,Yes,"Not enough staff and resources. The gutter press slagging off nurses for Tory party backhanders, to enable them to make privatisation seem more attractive to a disillusioned Proletariat. NHS nurse here. ",In a negative way,
6705291853,169394296,02/20/2018 12:56:05 AM,02/20/2018 12:56:23 AM,92.233.114.27,,,,,Female,30 - 49,Self-Employed,,,,,,,,,,,,,,,,,,,,,
6705290767,169394296,02/20/2018 12:54:36 AM,02/20/2018 12:55:37 AM,86.148.60.238,,,,,Female,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6705285196,169394296,02/20/2018 12:51:20 AM,02/20/2018 12:57:34 AM,92.23.147.55,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Yes,"Being thanked for being me and missed because I had some holiday, getting hugs from a co worker there say welcome back :)",Yes,Having to work on my weekend off because of staff shortage due to sickness.,Not at all,
6705282422,169394296,02/20/2018 12:49:28 AM,02/20/2018 12:51:00 AM,176.248.124.205,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,No,,Yes,Boss doesn’t think I’m doing the job very well. ,Not at all,
6705281538,169394296,02/20/2018 12:48:50 AM,02/20/2018 12:50:49 AM,90.221.190.237,,,,,Female,18 - 29,Employed,,Team Leader / Manager,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Most of the time,Most of the time,Quite often,Most of the time,Sometimes,No,,No,,In a negative way,
6705279818,169394296,02/20/2018 12:47:33 AM,02/20/2018 12:50:23 AM,78.86.141.26,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Rarely / Not very often,Quite often,Rarely / Not very often,Sometimes,Almost Never,Sometimes,No,,Yes,Business up for sale so may be put of job shortly ,In a negative way,
6705278729,169394296,02/20/2018 12:46:50 AM,02/20/2018 12:48:21 AM,176.74.242.33,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,,,,Rarely / Not very often,Most of the time,Sometimes,Most of the time,Sometimes,Rarely / Not very often,No,,No,,In a negative way,
6705277263,169394296,02/20/2018 12:45:40 AM,02/20/2018 12:48:07 AM,109.170.224.195,,,,,Male,30 - 49,Employed,,Team Leader / Manager,,,,More money,More recognition from management and colleagues,,,Sometimes,Sometimes,Quite often,Quite often,Most of the time,Quite often,Yes,Made a difference to a service users life,Yes,Red tape ie bogged down with paperwork instead of hands on caring,I don't know,
6705276141,169394296,02/20/2018 12:44:53 AM,02/20/2018 12:45:07 AM,86.3.107.22,,,,,Female,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6705274518,169394296,02/20/2018 12:43:35 AM,02/20/2018 12:43:55 AM,86.27.152.76,,,,,Female,30 - 49,Other,Housewife,,,,,,,,,,,,,,,,,,,,
6705274401,169394296,02/20/2018 12:43:24 AM,02/20/2018 12:48:34 AM,81.136.45.144,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Rarely / Not very often,Rarely / Not very often,Sometimes,Sometimes,Quite often,Quite often,No,,Yes,Irregular shift patters and abuse from customers (I work in a food shop).,Not at all,
6705272098,169394296,02/20/2018 12:41:55 AM,02/20/2018 12:43:05 AM,95.144.174.83,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Almost Never,Rarely / Not very often,Almost Never,Quite often,Quite often,Sometimes,No,,No,,In a negative way,
6705271309,169394296,02/20/2018 12:41:08 AM,02/20/2018 12:43:11 AM,82.145.55.51,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,More money,,,,Almost Never,Sometimes,Rarely / Not very often,Sometimes,Sometimes,Quite often,No,,Yes,Changes to shift patterns and having to work bank holiday ,In a negative way,
6705270523,169394296,02/20/2018 12:40:46 AM,02/20/2018 12:41:01 AM,194.75.10.183,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6705270012,169394296,02/20/2018 12:38:18 AM,02/20/2018 12:41:58 AM,82.132.233.192,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,,A more interesting job! ,Rarely / Not very often,Quite often,Sometimes,Sometimes,Quite often,Sometimes,No,,No,,Not at all,
6705268269,169394296,02/20/2018 12:38:59 AM,02/20/2018 12:43:05 AM,82.129.121.107,,,,,Female,18 - 29,Employed,,Team Leader / Manager,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Most of the time,Quite often,Most of the time,Most of the time,Quite often,Quite often,Yes,There's opportunity for a promotion coming soon which I have a good chance at securing.,Yes,A certain colleague is rude towards me and purposefully ignores me when I ask her a direct question. This makes me dread working with her.,I don't know,
6705263961,169394296,02/20/2018 12:35:54 AM,02/20/2018 12:37:19 AM,95.148.154.171,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Almost Never,Sometimes,Rarely / Not very often,Sometimes,Quite often,Quite often,No,,No,,I don't know,
6705260205,169394296,02/20/2018 12:33:08 AM,02/20/2018 12:40:42 AM,86.25.168.224,,,,,Female,18 - 29,Employed,,Team Leader / Manager,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Almost Never,Sometimes,Quite often,Quite often,Sometimes,Sometimes,Yes,Got a promotion and a rise,Yes,Still haven't been given personal license I was promised. Haven't had an employee review. Feel my training has been slightly neglected. Makes me feel constantly anxious I'm not doing a good enough job.,I don't know,
